order_id,email,address_id,total_amount,date_of_order,date_of_service,status_of_order
39,paidler3@theguardian.com,0,1216.52,11/17/2022,,ordered
40,kbarwell5z@sakura.ne.jp,3,436.92,9/16/2022,,cancelled
41,lhattam36@miitbeian.gov.cn,2,0,12/23/2022,4/29/2023,delivered
42,ccrathornee6@sciencedirect.com,2,93.72,6/3/2023,,cancelled
43,fgrigorld@comcast.net,1,49.98,8/20/2022,,ordered
44,rfoyster4t@t-online.de,0,7213.69,1/15/2023,,ordered
45,dosullivanem@discuz.net,1,60.95,8/4/2023,,cancelled
46,kkubackieo@microsoft.com,1,191.47,11/22/2023,12/6/2023,delivered
47,eschruurnd@wikipedia.org,1,72.51,11/17/2022,,ordered
48,llittlefair2j@g.co,2,95.24,12/5/2022,2/21/2024,delivered
49,lwacklyhq@weibo.com,3,366.49,10/1/2022,,ordered
50,kkubackieo@microsoft.com,3,23.96,9/10/2023,,ordered
51,ipregelkw@delicious.com,1,67.96,5/21/2023,,ordered
52,gsimionatorr@oracle.com,0,444.93,1/11/2022,7/1/2023,delivered
53,cbisseker8p@blinklist.com,1,55.96,9/17/2022,10/21/2023,delivered
54,mkoppell7@forbes.com,0,126.94,10/17/2022,6/15/2023,delivered
55,tkighly1v@e-recht24.de,2,659.91,10/6/2022,,ordered
56,ptorrentpf@quantcast.com,0,15.99,3/4/2023,6/2/2023,delivered
57,rlandypt@xing.com,0,64.05,9/9/2023,1/12/2024,delivered
58,kcrowley8y@mayoclinic.com,2,92,11/15/2022,,ordered
59,rkerrey95@wikispaces.com,0,93.95,3/8/2023,8/6/2023,delivered
60,gtuplingi8@discuz.net,3,121.92,11/3/2023,,cancelled
61,kbumpass4d@istockphoto.com,3,614.94,3/15/2023,,cancelled
62,sserganton@ameblo.jp,2,53.97,3/23/2023,8/3/2023,delivered
63,crallsff@ifeng.com,0,72.43,6/12/2023,1/1/2024,delivered
64,afurley21@pbs.org,0,294.75,12/22/2022,,cancelled
65,dsarfasl6@latimes.com,0,363.6,8/3/2023,,cancelled
66,gtuplingi8@discuz.net,3,90.41,6/10/2022,,ordered
67,jvanstoneh7@xing.com,3,93.72,4/13/2022,,cancelled
68,ddaudg6@marriott.com,0,53.45,2/11/2022,,cancelled
69,yweighell5s@gizmodo.com,0,82.45,3/4/2023,,ordered
70,zcadiganh8@sitemeter.com,0,119.97,3/7/2023,4/8/2023,delivered
71,mtravisbu@wikipedia.org,0,1127.54,11/18/2023,,cancelled
72,telam6n@pcworld.com,1,0,6/16/2023,,ordered
73,tkighly1v@e-recht24.de,0,231.96,12/20/2023,,ordered
74,kposner22@msn.com,1,0,11/7/2023,,ordered
75,bibbesonpe@fda.gov,0,731.95,6/11/2022,,ordered
76,kbassingden9@weather.com,3,35.96,7/2/2023,10/4/2023,delivered
77,dmousdallra@cnn.com,1,41.97,7/13/2022,,ordered
78,jpauliche7@123-reg.co.uk,0,333.91,7/24/2023,9/30/2023,delivered
79,fmarshlandmj@nyu.edu,1,928.61,10/3/2023,,ordered
80,sgravestonemm@bbc.co.uk,0,0,1/7/2023,2/11/2024,delivered
81,bbush8b@ebay.com,2,126.98,3/19/2023,,cancelled
82,mwilliam4b@scientificamerican.com,0,15.99,5/19/2023,,ordered
83,svequaud3f@aboutads.info,0,16.26,10/26/2022,,cancelled
84,tsantora8u@theguardian.com,3,49.75,4/13/2022,,cancelled
85,kpear67@tumblr.com,1,519.98,2/15/2022,8/24/2023,delivered
86,tshopcottkm@over-blog.com,0,92.7,4/28/2023,,ordered
87,kcrowley8y@mayoclinic.com,2,84.95,8/13/2022,,cancelled
88,jkail2q@blogtalkradio.com,0,809.97,6/14/2023,8/3/2023,delivered
89,rwollacottaz@aboutads.info,0,63.96,2/24/2023,3/26/2023,delivered
90,tyoell53@soundcloud.com,1,27.98,5/21/2022,,cancelled
91,mcammiemileih@unc.edu,1,382.93,1/14/2022,,ordered
92,wadlemkb@mapquest.com,1,17.98,9/27/2022,,cancelled
93,mdyble70@ow.ly,3,696.1,12/3/2022,3/19/2023,delivered
94,lmarcus5w@ox.ac.uk,3,671.91,11/20/2022,,cancelled
95,nrallinjc@issuu.com,2,378.76,3/28/2022,,cancelled
96,jtarbard6h@earthlink.net,0,124.95,3/14/2022,4/27/2023,delivered
97,rcopingj2@canalblog.com,0,30.36,4/6/2022,,cancelled
98,cwilcherpm@ox.ac.uk,0,94.95,9/7/2022,,cancelled
99,wdriutti4p@ebay.com,1,236.15,5/10/2022,5/22/2022,delivered
100,aeddiesfu@house.gov,1,67.96,2/15/2023,,ordered
101,hwellum5t@biblegateway.com,3,31.98,9/14/2022,2/4/2023,delivered
102,igarlicke5l@sun.com,2,0,4/26/2022,,cancelled
103,lmoniker8h@ucoz.com,1,44.95,1/20/2022,,cancelled
104,ldrancekg@cbslocal.com,2,72,3/3/2022,,cancelled
105,tkighly1v@e-recht24.de,2,243.96,4/19/2022,1/6/2024,delivered
106,aspellworth6b@godaddy.com,0,493.81,2/15/2022,11/14/2023,delivered
107,rkerkhamg9@independent.co.uk,2,655.95,6/22/2023,6/26/2023,delivered
108,epirdy6y@paginegialle.it,2,50.96,7/18/2022,,ordered
109,pandrassygq@bbb.org,0,82.77,5/12/2022,,cancelled
110,kbassingden9@weather.com,1,394.97,9/2/2023,12/28/2023,delivered
111,koffin11@arizona.edu,0,131.98,2/10/2023,,ordered
112,gmcpheebr@mapy.cz,0,118.96,6/3/2022,,ordered
113,gfrostkh@live.com,1,98.42,9/18/2022,,ordered
114,rmesiask4@icq.com,0,71.96,10/25/2023,,ordered
115,bbroxholmens@blogtalkradio.com,3,95.92,1/12/2023,8/16/2023,delivered
116,smarriageei@sitemeter.com,2,1934.76,2/24/2022,,cancelled
117,lboribalrk@cnn.com,3,27.98,9/16/2022,2/20/2023,delivered
118,jflewettmp@nytimes.com,3,110.48,10/12/2023,,cancelled
119,kcantuafy@omniture.com,2,223.36,4/7/2023,,cancelled
120,uosgarr7@ca.gov,1,296.95,2/11/2022,,ordered
121,htittletross2w@craigslist.org,3,109.45,8/19/2022,,ordered
122,mzecchii5c@ucoz.com,0,52.76,2/5/2023,9/22/2023,delivered
123,jhighnam9e@meetup.com,1,1199.98,8/8/2022,,ordered
124,burlichpo@example.com,0,57.87,11/23/2023,,cancelled
125,mwoollard6g@bbc.co.uk,2,199.94,11/10/2022,12/30/2022,delivered
126,rliebermann3d@fastcompany.com,1,50.76,7/3/2022,,cancelled
127,ahusthwaite1z@hc360.com,0,69.95,4/15/2023,,ordered
128,tlongden6@washington.edu,2,10.99,4/10/2022,5/28/2023,delivered
129,csilcocks48@google.com.hk,0,238.49,4/12/2022,,cancelled
130,cspoorsd2@independent.co.uk,2,84.51,12/17/2023,,ordered
131,edugancn@canalblog.com,2,96.95,6/12/2023,,cancelled
132,ejerche42@tinyurl.com,0,2100,8/11/2022,,ordered
133,nlait8x@163.com,0,530.96,12/20/2022,6/15/2023,delivered
134,tpressman6l@marriott.com,0,20.38,9/1/2023,,cancelled
135,ccaretoy@nsw.gov.au,2,504.99,8/13/2022,,cancelled
136,dbeckendt@fema.gov,3,2167.27,12/22/2023,,cancelled
137,jbutterfield83@youtube.com,0,269.98,9/1/2022,,cancelled
138,burlichpo@example.com,0,768.26,12/25/2022,,cancelled
139,pspaunton1o@constantcontact.com,1,5.39,2/15/2023,8/29/2023,delivered
140,gkewishke@flickr.com,0,12.49,8/23/2023,2/5/2024,delivered
141,wslixbyo8@jiathis.com,2,528.53,11/13/2022,7/31/2023,delivered
142,rvanettiom@cnet.com,0,33.57,3/16/2023,,cancelled
143,hwickens23@trellian.com,1,0,7/19/2023,,ordered
144,escamel1b@sun.com,1,975.45,7/25/2022,11/8/2023,delivered
145,wslaterhw@cornell.edu,1,558.27,9/5/2023,,cancelled
146,tfinnan8s@upenn.edu,0,136.89,2/17/2022,11/1/2023,delivered
147,bsandys6j@cdbaby.com,1,953.96,4/17/2023,7/20/2023,delivered
148,ahirthe93@loc.gov,1,109.41,8/20/2023,2/6/2024,delivered
149,cbolverbz@amazonaws.com,1,494.21,9/25/2022,,ordered
150,tdeason9v@tinyurl.com,0,29.74,11/17/2023,2/19/2024,delivered
151,tdeason9v@tinyurl.com,0,55.96,8/27/2023,,ordered
152,rstephen5@scientificamerican.com,0,93.72,12/12/2022,,ordered
153,cohanveyqg@istockphoto.com,0,69.98,6/25/2023,,cancelled
154,hwellum5t@biblegateway.com,0,500.89,12/20/2023,,cancelled
155,sbozwardgm@altervista.org,2,289.17,6/13/2022,,cancelled
156,fmacanelleyfx@fotki.com,0,2153.98,6/28/2023,10/18/2023,delivered
157,jwilacotp5@wikia.com,1,487.96,5/2/2023,,cancelled
158,gmurriganlj@mapquest.com,0,27.98,2/14/2022,10/23/2023,delivered
159,eformav@theglobeandmail.com,3,1635.92,2/2/2023,2/22/2023,delivered
160,kdivesnn@paginegialle.it,1,131.2,1/23/2022,,cancelled
161,aanthonymc@shutterfly.com,2,851.93,1/22/2023,2/22/2024,delivered
162,bmaxwellp3@japanpost.jp,0,164.42,2/22/2023,3/11/2023,delivered
163,hrouxfb@altervista.org,1,249.19,2/24/2023,,ordered
164,smaccarterf3@mediafire.com,2,248.07,12/20/2023,12/28/2023,delivered
165,mhyamsfn@hostgator.com,0,89.95,9/25/2022,,ordered
166,bjemmisonp@apache.org,0,263.95,1/3/2022,,cancelled
167,kcongreave4x@pbs.org,0,0,3/17/2022,11/22/2023,delivered
168,bmccaghanbq@independent.co.uk,0,97.28,5/1/2023,,ordered
169,pcossingtonok@state.tx.us,0,0,4/1/2023,,cancelled
170,kburgum2t@paginegialle.it,3,107.33,10/18/2022,,cancelled
171,ghummerston6r@hibu.com,0,69.95,1/17/2022,,cancelled
172,tyoell53@soundcloud.com,0,1361.71,4/15/2023,,cancelled
173,smoonf4@independent.co.uk,1,44.94,6/12/2023,,ordered
174,tpettkom7@feedburner.com,2,422.44,8/24/2023,11/18/2023,delivered
175,acoursf7@cbslocal.com,1,79.99,5/22/2022,2/6/2024,delivered
176,anorthidgeq4@yellowpages.com,2,1938.65,5/21/2022,,ordered
177,bculpencd@timesonline.co.uk,1,226.28,10/11/2023,12/11/2023,delivered
178,tmcquadeeq@senate.gov,2,117.29,1/24/2023,,ordered
179,cmackrillou@webs.com,1,85.68,7/21/2022,8/28/2023,delivered
180,sbozwardgm@altervista.org,0,621.95,1/13/2022,,ordered
181,kbarwell5z@sakura.ne.jp,2,151.94,11/19/2022,,cancelled
182,jtarbard6h@earthlink.net,3,1435.47,10/14/2022,,ordered
183,apostinql@myspace.com,2,735.59,10/8/2022,1/11/2024,delivered
184,rmesiask4@icq.com,1,160.71,4/20/2022,9/30/2023,delivered
185,koffin11@arizona.edu,3,415.48,4/2/2023,,cancelled
186,mfusedaledj@live.com,1,17.98,11/22/2023,,ordered
187,rwrightimpd@behance.net,1,211.84,4/25/2022,6/4/2023,delivered
188,jfluckerg0@squidoo.com,2,16.99,10/20/2022,,ordered
189,jtuckwell1j@hatena.ne.jp,3,430.7,4/25/2023,,cancelled
190,koffin11@arizona.edu,3,668.4,9/28/2023,,cancelled
191,psambrok2v@mayoclinic.com,1,399.9,8/24/2023,,cancelled
192,avannuccininm@ycombinator.com,0,1293.34,6/26/2023,,ordered
193,rwadgeaa@tumblr.com,1,0,4/3/2023,,cancelled
194,vrewbottomqx@umn.edu,0,1096.52,10/11/2023,,cancelled
195,psermine3@myspace.com,0,517.65,1/20/2023,,cancelled
196,ieronieae@tinyurl.com,1,20,4/11/2022,,cancelled
197,rgioanihe@cdc.gov,0,162.69,7/22/2022,,ordered
198,cluesleym9@hexun.com,0,13.19,8/3/2023,,ordered
199,cblasing9h@feedburner.com,1,0,7/4/2022,11/29/2023,delivered
200,mcammiemileih@unc.edu,0,57.96,10/21/2022,,ordered
201,bkeniwellif@surveymonkey.com,0,452.8,7/25/2023,,ordered
202,hgilhoolyrq@behance.net,2,341.97,11/14/2022,,cancelled
203,dmousdallra@cnn.com,0,13.78,9/10/2022,10/9/2023,delivered
204,candrejevic64@npr.org,0,64.95,11/27/2022,,cancelled
205,kkubackieo@microsoft.com,0,65.95,11/16/2022,11/30/2023,delivered
206,atame9i@umich.edu,0,17,4/10/2022,,cancelled
207,trotge3p@sun.com,1,408.89,5/12/2023,,cancelled
208,cfossitt3x@weebly.com,3,733.59,5/10/2023,6/3/2023,delivered
209,dtrahmelmf@fotki.com,1,23.52,4/11/2023,,ordered
210,mfranckee0@cocolog-nifty.com,2,759.07,11/19/2023,,cancelled
211,espendered@qq.com,0,222.68,2/27/2023,,ordered
212,fsalwayja@bloomberg.com,2,83.94,8/20/2022,,cancelled
213,sfreda37@arstechnica.com,1,51.95,6/25/2022,,cancelled
214,dcobellocz@miitbeian.gov.cn,3,17.98,7/8/2022,,cancelled
215,ipregelkw@delicious.com,1,98.93,11/27/2022,,cancelled
216,ebruntd1@etsy.com,3,1423.92,3/22/2023,,ordered
217,telam6n@pcworld.com,0,121.98,7/10/2022,,cancelled
218,afurley21@pbs.org,0,603.97,2/16/2023,12/7/2023,delivered
219,jflewettmp@nytimes.com,2,63.96,7/4/2023,,cancelled
220,nbeldham4f@narod.ru,1,1237.96,2/16/2023,,ordered
221,lrenac44@vimeo.com,2,290.88,4/20/2023,,ordered
222,voxtoby50@ustream.tv,2,0,4/20/2023,8/12/2023,delivered
223,vcadle3y@com.com,2,97.51,11/12/2023,,ordered
224,majsik3k@nba.com,0,95.94,7/13/2023,11/26/2023,delivered
225,csamsino9@state.gov,3,119.19,2/24/2022,,ordered
226,rgolbourn4c@newsvine.com,1,596.82,11/23/2023,,ordered
227,mhughlin2a@forbes.com,2,26.98,12/8/2022,,ordered
228,cdefilippisas@mapy.cz,1,719.97,5/3/2022,1/23/2024,delivered
229,dwaytej0@state.tx.us,2,1918.49,5/25/2023,11/3/2023,delivered
230,gperrengz@cam.ac.uk,0,66.99,10/11/2023,,cancelled
231,psedworthey@cornell.edu,1,79.26,11/20/2022,,ordered
232,lschoolcroft27@free.fr,0,959.96,4/27/2022,,cancelled
233,nhudeln7@cnbc.com,0,1016.36,2/28/2023,,ordered
234,jchiccoak@bandcamp.com,1,1926.19,5/4/2023,6/10/2023,delivered
235,nohernr1@posterous.com,0,36,4/19/2022,,ordered
236,jhighnam9e@meetup.com,1,143.71,6/27/2022,11/4/2023,delivered
237,tfinnan8s@upenn.edu,2,399.98,7/10/2022,8/25/2023,delivered
238,glarcherjz@t-online.de,0,24.32,4/1/2022,,cancelled
239,wpeiserky@mysql.com,0,250.91,2/25/2023,12/21/2023,delivered
240,bwhatesep@google.it,1,249.95,5/5/2023,,cancelled
241,jvedstraac@acquirethisname.com,0,290.88,8/5/2022,2/13/2024,delivered
242,ieronieae@tinyurl.com,1,172.87,9/12/2023,,cancelled
243,epanks4w@discovery.com,2,365.93,4/16/2022,,cancelled
244,hpargetterhg@dyndns.org,0,50.58,7/24/2022,7/18/2023,delivered
245,cdevenny2f@instagram.com,1,19.95,2/5/2023,,ordered
246,kbassingden9@weather.com,0,395.95,5/5/2022,7/26/2023,delivered
247,kcantuafy@omniture.com,0,57.24,4/20/2022,7/23/2023,delivered
248,criggd6@miibeian.gov.cn,0,206.96,4/21/2022,,cancelled
249,ldrancekg@cbslocal.com,0,249.95,7/2/2023,1/25/2024,delivered
250,dbentzen8d@ed.gov,0,31.98,3/18/2023,9/21/2023,delivered
251,jfluckerg0@squidoo.com,1,83.05,4/4/2022,,ordered
252,nlait8x@163.com,0,236.98,2/15/2023,,ordered
253,gbreakwelln2@123-reg.co.uk,3,62.48,12/27/2022,,ordered
254,akeninghamdi@go.com,1,0,11/2/2022,,ordered
255,ltrattonkp@arizona.edu,0,481.85,4/12/2023,5/3/2023,delivered
256,akachellerhy@zdnet.com,2,27.56,12/24/2022,,cancelled
257,gkewishke@flickr.com,0,3792.48,2/12/2022,,cancelled
258,tkennerleyqj@4shared.com,1,23.98,3/1/2022,,cancelled
259,fmansourrn@mail.ru,2,89.94,2/15/2022,10/20/2023,delivered
260,jmolineauxf2@1688.com,1,607.97,3/8/2022,,ordered
261,dtweddellcr@simplemachines.org,3,20.97,5/22/2022,,ordered
262,csamsino9@state.gov,0,428.19,7/1/2022,,cancelled
263,bmaxwellp3@japanpost.jp,1,59.95,1/8/2023,,ordered
264,esamberjp@loc.gov,0,409.9,3/3/2023,12/27/2023,delivered
265,jmacdowalik@blogger.com,2,712.88,1/15/2023,,ordered
266,vgreenheadfe@miibeian.gov.cn,2,2084.98,2/5/2022,5/17/2023,delivered
267,sacres5d@google.nl,1,118.99,7/28/2022,,cancelled
268,gbeverstocki2@xinhuanet.com,0,145.2,12/21/2023,,cancelled
269,kcrowley8y@mayoclinic.com,0,68,3/3/2023,8/23/2023,delivered
270,grushmereji@cbc.ca,2,79.95,5/5/2022,,cancelled
271,jvedstraac@acquirethisname.com,0,1192.45,2/11/2023,,ordered
272,kjarleyjm@thetimes.co.uk,2,609.26,10/25/2022,,ordered
273,omoults@sbwire.com,3,865.36,8/11/2023,1/12/2024,delivered
274,dchattockp8@opera.com,0,155.94,8/26/2022,,cancelled
275,hdybaldoa@trellian.com,2,4859.36,2/14/2023,5/12/2023,delivered
276,aanthonymc@shutterfly.com,1,150.72,1/27/2022,5/27/2023,delivered
277,kcantuafy@omniture.com,3,79.97,1/24/2022,,ordered
278,ateal1y@webs.com,0,304.95,8/20/2022,,ordered
279,byudb@php.net,0,265.48,7/22/2023,,cancelled
280,vbarrowcliffkc@angelfire.com,1,115.91,9/23/2022,,ordered
281,tlongstreet5o@4shared.com,0,0,12/28/2023,,cancelled
282,tdepietrial@bloglines.com,2,59.26,2/24/2022,1/6/2024,delivered
283,smoonf4@independent.co.uk,3,650.35,7/22/2023,,cancelled
284,aspellworth6b@godaddy.com,1,0,6/4/2023,9/4/2023,delivered
285,ndownsko@typepad.com,0,74.76,3/10/2023,12/30/2023,delivered
286,mhugnet8q@goodreads.com,2,0,7/18/2022,,cancelled
287,bgwyer39@merriam-webster.com,1,294.75,4/19/2023,,cancelled
288,kposner22@msn.com,0,33.98,12/24/2023,12/29/2023,delivered
289,fsalwayja@bloomberg.com,1,21.98,11/26/2022,7/10/2023,delivered
290,ndownsko@typepad.com,0,918.77,10/20/2022,,ordered
291,avannuccininm@ycombinator.com,3,154.48,9/25/2022,,ordered
292,lbuzzingfc@ezinearticles.com,0,860.96,7/15/2022,,cancelled
293,jgedge4y@multiply.com,1,112.23,7/25/2023,,cancelled
294,jmecozzibi@yelp.com,0,62.48,10/2/2023,,ordered
295,catlayhx@imdb.com,0,67.96,5/8/2022,6/29/2023,delivered
296,tthackhamqm@flickr.com,1,254.95,8/9/2022,,cancelled
297,sserganton@ameblo.jp,2,56.97,12/24/2023,2/14/2024,delivered
298,wpedrocco6c@forbes.com,0,139.75,3/28/2022,11/3/2023,delivered
299,psermine3@myspace.com,0,1414.59,8/5/2022,9/12/2023,delivered
300,kwagenl0@loc.gov,1,2382.93,4/18/2023,9/25/2023,delivered
301,ccaretoy@nsw.gov.au,2,63.96,2/24/2023,4/4/2023,delivered
302,lmarcus5w@ox.ac.uk,0,387.04,4/13/2022,,ordered
303,cadicotri@va.gov,0,40.49,2/2/2023,12/28/2023,delivered
304,bgatlandhl@printfriendly.com,0,103.9,3/7/2022,,cancelled
305,hsokellrg@ibm.com,0,1196.39,1/7/2022,,ordered
306,emarchington7m@themeforest.net,0,147.36,3/20/2023,,ordered
307,ahaithm6@sogou.com,2,26.97,8/21/2022,,cancelled
308,mwoollard6g@bbc.co.uk,0,79.95,8/17/2023,,cancelled
309,ghaggart8i@networkadvertising.org,0,436.42,12/22/2023,,ordered
310,ababbidgeaf@dailymotion.com,2,255.92,2/3/2022,,cancelled
311,tbalassa8n@a8.net,2,401.74,7/28/2022,,cancelled
312,khastylc@go.com,2,83.97,12/7/2022,,cancelled
313,lhughsi6@harvard.edu,2,39.38,10/22/2023,2/7/2024,delivered
314,ljacke7a@harvard.edu,0,17.98,7/28/2023,,ordered
315,gegiloffoi@va.gov,1,77.24,11/14/2022,,ordered
316,gwarby88@telegraph.co.uk,0,239,1/21/2023,,cancelled
317,ltomasellim2@chicagotribune.com,3,2252.89,9/27/2023,,cancelled
318,ghaggart8i@networkadvertising.org,2,184.41,8/3/2022,,ordered
319,jmacdowalik@blogger.com,1,26.24,3/13/2023,7/21/2023,delivered
320,tdeason9v@tinyurl.com,2,68.45,11/28/2023,,ordered
321,tlongstreet5o@4shared.com,3,936.45,3/7/2022,,cancelled
322,rlandypt@xing.com,0,105.21,10/28/2023,,cancelled
323,uheberdena8@addtoany.com,0,1164.94,9/3/2022,5/30/2023,delivered
324,edugancn@canalblog.com,2,3251.86,4/27/2023,,ordered
325,mshone8c@sohu.com,1,933.93,6/8/2022,,cancelled
326,ovassieog@mozilla.com,3,323.88,4/24/2022,6/5/2023,delivered
327,hwittletongy@ezinearticles.com,2,0,2/24/2022,10/9/2023,delivered
328,wbenardette8r@wikispaces.com,3,25.38,5/8/2022,12/28/2023,delivered
329,rtredget3c@sun.com,0,11.76,7/25/2023,11/23/2023,delivered
330,gbraybrookskf@globo.com,1,390.92,12/2/2022,,ordered
331,cubsdellmk@myspace.com,1,110.78,12/26/2022,,cancelled
332,aspellworth6b@godaddy.com,1,0,10/11/2022,1/5/2024,delivered
333,hsokellrg@ibm.com,2,30,8/2/2022,,ordered
334,gsutcliffmn@quantcast.com,1,69,2/25/2022,,cancelled
335,cgerishr3@wp.com,1,0,12/7/2022,2/1/2023,delivered
336,nhudeln7@cnbc.com,1,79.32,9/12/2023,,ordered
337,hheckle73@bandcamp.com,0,165.91,4/19/2022,6/20/2023,delivered
338,criggd6@miibeian.gov.cn,1,647.96,4/2/2022,,cancelled
339,bdechastelaindl@psu.edu,0,14.2,6/7/2022,,cancelled
340,hsokellrg@ibm.com,0,59.95,3/28/2023,,cancelled
341,cgowmana7@bbb.org,1,1465.46,5/24/2023,,ordered
342,dguillouxp2@dyndns.org,2,5133.87,1/27/2023,,cancelled
343,efrarey7p@canalblog.com,0,119.97,6/11/2023,,ordered
344,sacres5d@google.nl,1,715.47,3/21/2022,,cancelled
345,aaberkirder56@uiuc.edu,1,26.24,8/24/2023,9/10/2023,delivered
346,aantoszczykqh@thetimes.co.uk,1,339.47,1/7/2022,7/16/2023,delivered
347,wsailla0@shinystat.com,3,18,2/27/2022,11/5/2023,delivered
348,aeytoncq@miitbeian.gov.cn,2,1560.84,9/8/2022,10/14/2023,delivered
349,apostinql@myspace.com,3,0,5/5/2023,,cancelled
350,rkerkhamg9@independent.co.uk,1,719.97,3/1/2022,8/16/2023,delivered
351,miacoboni1r@ycombinator.com,0,285.28,3/9/2022,10/31/2023,delivered
352,rmesiask4@icq.com,1,391.93,11/16/2023,,ordered
353,nbuyjn@senate.gov,0,156.93,11/19/2022,,cancelled
354,hwhorall79@yelp.com,2,55.95,9/20/2022,,cancelled
355,lmarcus5w@ox.ac.uk,2,1957.87,5/3/2023,,cancelled
356,bkeniwellif@surveymonkey.com,1,45.43,9/8/2022,2/21/2024,delivered
357,tjohnsonj9@bbb.org,2,132.97,10/28/2022,1/15/2024,delivered
358,hdybaldoa@trellian.com,3,0,9/18/2022,,cancelled
359,ababbidgeaf@dailymotion.com,0,72.15,9/13/2022,,ordered
360,lsiaspinskiku@intel.com,1,217.97,10/6/2023,,cancelled
361,wslixbyo8@jiathis.com,3,597.68,10/12/2023,,cancelled
362,mcasajuanabj@bluehost.com,0,189.96,3/4/2023,,cancelled
363,bbush8b@ebay.com,2,78.53,7/12/2022,,cancelled
364,drusselim@state.tx.us,0,213.73,4/22/2023,,ordered
365,dadkinsba@google.ca,1,151.33,12/16/2023,1/10/2024,delivered
366,koffin11@arizona.edu,0,25.98,6/17/2023,,cancelled
367,gperri92@facebook.com,0,1086.18,1/10/2022,,cancelled
368,amurrayad@rediff.com,2,1169.35,2/14/2022,7/23/2023,delivered
369,dmarchingtonbc@smugmug.com,0,79.98,3/5/2022,,cancelled
370,tschruyer5v@disqus.com,2,578.07,7/2/2022,,ordered
371,alugg1a@github.io,1,132.74,12/13/2022,,ordered
372,cblasing9h@feedburner.com,0,2883.46,3/21/2023,,cancelled
373,nnewelln6@bbc.co.uk,1,839.95,7/15/2022,,ordered
374,rmiguelef@miitbeian.gov.cn,0,236.15,4/17/2022,,cancelled
375,jchiccoak@bandcamp.com,0,177.66,5/23/2022,2/8/2024,delivered
376,criggd6@miibeian.gov.cn,0,439.93,5/24/2022,,ordered
377,fdurbridge2n@yandex.ru,2,320.97,2/15/2022,12/30/2023,delivered
378,epanks4w@discovery.com,2,715.47,8/24/2022,,ordered
379,mhugnet8q@goodreads.com,0,75.87,10/20/2022,,cancelled
380,fscholtep7@ow.ly,1,953.96,2/2/2022,,cancelled
381,jroundtree2y@about.me,3,90,5/11/2023,5/20/2023,delivered
382,aburwoodg7@nbcnews.com,2,362.56,7/8/2022,,cancelled
