item_id,order_id,email,price
11708,14,callewellig@rambler.ru,11.99
11709,14,callewellig@rambler.ru,11.99
11710,14,callewellig@rambler.ru,11.99
11711,14,callewellig@rambler.ru,11.99
11712,14,callewellig@rambler.ru,11.99
16877,15,lfyldes46@phoca.cz,186.69
7541,15,lfyldes46@phoca.cz,31.24
7542,15,lfyldes46@phoca.cz,31.24
7543,15,lfyldes46@phoca.cz,31.24
10690,15,lfyldes46@phoca.cz,20.49
10691,15,lfyldes46@phoca.cz,20.49
10692,15,lfyldes46@phoca.cz,20.49
10693,15,lfyldes46@phoca.cz,20.49
9491,16,adobrovolnyo4@linkedin.com,269.99
9492,16,adobrovolnyo4@linkedin.com,269.99
16586,16,adobrovolnyo4@linkedin.com,497.19
9580,17,mwoollard6g@bbc.co.uk,399.99
9581,17,mwoollard6g@bbc.co.uk,399.99
9582,17,mwoollard6g@bbc.co.uk,399.99
15253,18,htittletross2w@craigslist.org,209.99
15254,18,htittletross2w@craigslist.org,209.99
14824,18,htittletross2w@craigslist.org,52.99
14825,18,htittletross2w@craigslist.org,52.99
14826,18,htittletross2w@craigslist.org,52.99
14827,18,htittletross2w@craigslist.org,52.99
14828,18,htittletross2w@craigslist.org,52.99
1532,19,tsantora8u@theguardian.com,15
1533,19,tsantora8u@theguardian.com,15
13508,20,malliotnp@eepurl.com,233.87
13509,20,malliotnp@eepurl.com,233.87
13510,20,malliotnp@eepurl.com,13.99
13511,20,malliotnp@eepurl.com,13.99
13512,20,malliotnp@eepurl.com,13.99
953,21,gparfitty@ehow.com,58.95
954,21,gparfitty@ehow.com,58.95
955,21,gparfitty@ehow.com,58.95
3219,21,gparfitty@ehow.com,11.99
3220,21,gparfitty@ehow.com,11.99
10460,21,gparfitty@ehow.com,16.99
10461,21,gparfitty@ehow.com,16.99
6303,22,gdigiacomettinon@nps.gov,8.99
6304,22,gdigiacomettinon@nps.gov,8.99
6305,22,gdigiacomettinon@nps.gov,8.99
7159,22,gdigiacomettinon@nps.gov,8.99
7160,22,gdigiacomettinon@nps.gov,8.99
7161,22,gdigiacomettinon@nps.gov,8.99
123,23,bculpencd@timesonline.co.uk,9.99
124,23,bculpencd@timesonline.co.uk,40.49
125,23,bculpencd@timesonline.co.uk,15.99
126,23,bculpencd@timesonline.co.uk,16.99
12382,23,bculpencd@timesonline.co.uk,29.99
12383,23,bculpencd@timesonline.co.uk,29.99
12384,23,bculpencd@timesonline.co.uk,29.99
1546,23,bculpencd@timesonline.co.uk,15
1547,23,bculpencd@timesonline.co.uk,15
1548,23,bculpencd@timesonline.co.uk,15
14000,24,nnovacek5a@hibu.com,15.99
14001,24,nnovacek5a@hibu.com,15.99
7665,24,nnovacek5a@hibu.com,11.76
7666,24,nnovacek5a@hibu.com,11.76
6591,25,wpotkin8@dot.gov,11.19
6592,25,wpotkin8@dot.gov,11.19
6593,25,wpotkin8@dot.gov,11.19
6594,25,wpotkin8@dot.gov,11.19
4365,25,wpotkin8@dot.gov,104.99
6789,25,wpotkin8@dot.gov,6.99
6790,25,wpotkin8@dot.gov,6.99
6791,25,wpotkin8@dot.gov,6.99
6792,25,wpotkin8@dot.gov,6.99
6793,25,wpotkin8@dot.gov,6.99
13770,26,mbenedtti80@google.cn,13.19
13771,26,mbenedtti80@google.cn,13.19
13772,26,mbenedtti80@google.cn,13.19
9857,26,mbenedtti80@google.cn,132.74
9858,26,mbenedtti80@google.cn,132.74
9859,26,mbenedtti80@google.cn,132.74
9860,26,mbenedtti80@google.cn,132.74
9861,26,mbenedtti80@google.cn,132.74
2749,27,ihuffadine9d@chicagotribune.com,18
2750,27,ihuffadine9d@chicagotribune.com,18
2751,27,ihuffadine9d@chicagotribune.com,18
2752,27,ihuffadine9d@chicagotribune.com,18
2753,27,ihuffadine9d@chicagotribune.com,18
14562,28,kposner22@msn.com,179.95
14563,28,kposner22@msn.com,179.95
14564,28,kposner22@msn.com,179.95
16857,28,kposner22@msn.com,186.69
16858,28,kposner22@msn.com,186.69
16859,28,kposner22@msn.com,186.69
16860,28,kposner22@msn.com,186.69
10889,29,kjarleyjm@thetimes.co.uk,599.99
7609,30,vlegalle8v@chicagotribune.com,11.76
7610,30,vlegalle8v@chicagotribune.com,11.76
7611,30,vlegalle8v@chicagotribune.com,11.76
3464,31,ccourtino7@google.it,12.69
3465,31,ccourtino7@google.it,12.69
3466,31,ccourtino7@google.it,12.69
3467,31,ccourtino7@google.it,12.69
3468,31,ccourtino7@google.it,12.69
2511,32,nohernr1@posterous.com,17.99
2512,32,nohernr1@posterous.com,17.99
2513,32,nohernr1@posterous.com,17.99
7663,32,nohernr1@posterous.com,11.76
7664,32,nohernr1@posterous.com,11.76
7805,32,nohernr1@posterous.com,17
7806,32,nohernr1@posterous.com,17
7807,32,nohernr1@posterous.com,17
7808,32,nohernr1@posterous.com,17
7809,32,nohernr1@posterous.com,17
594,33,amurrayad@rediff.com,118.99
595,33,amurrayad@rediff.com,118.99
596,33,amurrayad@rediff.com,118.99
597,33,amurrayad@rediff.com,118.99
598,33,amurrayad@rediff.com,118.99
11336,33,amurrayad@rediff.com,15.99
11337,33,amurrayad@rediff.com,15.99
11338,33,amurrayad@rediff.com,15.99
2028,34,dletthv@ed.gov,106.99
2029,34,dletthv@ed.gov,106.99
2030,34,dletthv@ed.gov,106.99
13814,34,dletthv@ed.gov,13.19
13815,34,dletthv@ed.gov,13.19
13816,34,dletthv@ed.gov,13.19
10869,34,dletthv@ed.gov,599.99
10870,34,dletthv@ed.gov,599.99
10871,34,dletthv@ed.gov,599.99
9245,35,boxer4r@ow.ly,47.49
9246,35,boxer4r@ow.ly,47.49
9247,35,boxer4r@ow.ly,47.49
9248,35,boxer4r@ow.ly,47.49
13256,36,kjarleyjm@thetimes.co.uk,15.99
13257,36,kjarleyjm@thetimes.co.uk,15.99
546,37,hwagenengk@mysql.com,118.99
547,37,hwagenengk@mysql.com,118.99
548,37,hwagenengk@mysql.com,118.99
549,37,hwagenengk@mysql.com,118.99
4644,37,hwagenengk@mysql.com,499.99
4645,37,hwagenengk@mysql.com,499.99
4646,37,hwagenengk@mysql.com,499.99
6805,38,tmccullyb3@who.int,6.99
6806,38,tmccullyb3@who.int,6.99
5679,38,tmccullyb3@who.int,12.99
5680,38,tmccullyb3@who.int,12.99
5681,38,tmccullyb3@who.int,12.99
5682,38,tmccullyb3@who.int,12.99
4641,39,paidler3@theguardian.com,499.99
4642,39,paidler3@theguardian.com,499.99
685,39,paidler3@theguardian.com,87.49
686,39,paidler3@theguardian.com,87.49
5836,39,paidler3@theguardian.com,10.39
5837,39,paidler3@theguardian.com,10.39
5838,39,paidler3@theguardian.com,10.39
5839,39,paidler3@theguardian.com,10.39
7122,40,kbarwell5z@sakura.ne.jp,8.99
7123,40,kbarwell5z@sakura.ne.jp,8.99
7124,40,kbarwell5z@sakura.ne.jp,8.99
7125,40,kbarwell5z@sakura.ne.jp,8.99
8619,40,kbarwell5z@sakura.ne.jp,17
8620,40,kbarwell5z@sakura.ne.jp,17
8621,40,kbarwell5z@sakura.ne.jp,17
696,40,kbarwell5z@sakura.ne.jp,87.49
697,40,kbarwell5z@sakura.ne.jp,87.49
698,40,kbarwell5z@sakura.ne.jp,87.49
699,40,kbarwell5z@sakura.ne.jp,87.49
7515,42,ccrathornee6@sciencedirect.com,31.24
7516,42,ccrathornee6@sciencedirect.com,31.24
7517,42,ccrathornee6@sciencedirect.com,31.24
17017,43,fgrigorld@comcast.net,24.99
17018,43,fgrigorld@comcast.net,24.99
15946,44,rfoyster4t@t-online.de,18.99
6224,44,rfoyster4t@t-online.de,40.95
6225,44,rfoyster4t@t-online.de,40.95
6226,44,rfoyster4t@t-online.de,40.95
6227,44,rfoyster4t@t-online.de,40.95
6228,44,rfoyster4t@t-online.de,40.95
5585,44,rfoyster4t@t-online.de,1397.99
5586,44,rfoyster4t@t-online.de,1397.99
5587,44,rfoyster4t@t-online.de,1397.99
5588,44,rfoyster4t@t-online.de,1397.99
5589,44,rfoyster4t@t-online.de,1397.99
13067,45,dosullivanem@discuz.net,16.99
268,45,dosullivanem@discuz.net,10.99
269,45,dosullivanem@discuz.net,10.99
270,45,dosullivanem@discuz.net,10.99
271,45,dosullivanem@discuz.net,10.99
707,46,kkubackieo@microsoft.com,87.49
708,46,kkubackieo@microsoft.com,87.49
9680,46,kkubackieo@microsoft.com,16.49
7064,47,eschruurnd@wikipedia.org,8.99
7065,47,eschruurnd@wikipedia.org,8.99
5997,47,eschruurnd@wikipedia.org,5.39
5998,47,eschruurnd@wikipedia.org,5.39
5999,47,eschruurnd@wikipedia.org,5.39
6000,47,eschruurnd@wikipedia.org,5.39
175,47,eschruurnd@wikipedia.org,10.99
176,47,eschruurnd@wikipedia.org,10.99
177,47,eschruurnd@wikipedia.org,10.99
10504,48,llittlefair2j@g.co,47.62
10505,48,llittlefair2j@g.co,47.62
4487,49,lwacklyhq@weibo.com,12.29
4488,49,lwacklyhq@weibo.com,12.29
4489,49,lwacklyhq@weibo.com,12.29
4490,49,lwacklyhq@weibo.com,12.29
4491,49,lwacklyhq@weibo.com,12.29
15603,49,lwacklyhq@weibo.com,33.43
15604,49,lwacklyhq@weibo.com,33.43
15605,49,lwacklyhq@weibo.com,33.43
6211,49,lwacklyhq@weibo.com,40.95
6212,49,lwacklyhq@weibo.com,40.95
6213,49,lwacklyhq@weibo.com,40.95
6214,49,lwacklyhq@weibo.com,40.95
6215,49,lwacklyhq@weibo.com,40.95
11251,50,kkubackieo@microsoft.com,5.99
11252,50,kkubackieo@microsoft.com,5.99
11253,50,kkubackieo@microsoft.com,5.99
11254,50,kkubackieo@microsoft.com,5.99
10483,51,ipregelkw@delicious.com,16.99
10484,51,ipregelkw@delicious.com,16.99
10485,51,ipregelkw@delicious.com,16.99
10486,51,ipregelkw@delicious.com,16.99
15737,52,gsimionatorr@oracle.com,84.99
15738,52,gsimionatorr@oracle.com,84.99
15739,52,gsimionatorr@oracle.com,84.99
15740,52,gsimionatorr@oracle.com,84.99
15741,52,gsimionatorr@oracle.com,84.99
8505,52,gsimionatorr@oracle.com,9.99
8506,52,gsimionatorr@oracle.com,9.99
3154,53,cbisseker8p@blinklist.com,11.99
3155,53,cbisseker8p@blinklist.com,11.99
13383,53,cbisseker8p@blinklist.com,15.99
13384,53,cbisseker8p@blinklist.com,15.99
12957,54,mkoppell7@forbes.com,15.99
12958,54,mkoppell7@forbes.com,16.99
12959,54,mkoppell7@forbes.com,16.99
12960,54,mkoppell7@forbes.com,16.99
12411,54,mkoppell7@forbes.com,29.99
12412,54,mkoppell7@forbes.com,29.99
7568,55,tkighly1v@e-recht24.de,31.24
7569,55,tkighly1v@e-recht24.de,31.24
7570,55,tkighly1v@e-recht24.de,31.24
7571,55,tkighly1v@e-recht24.de,31.24
2198,55,tkighly1v@e-recht24.de,106.99
2199,55,tkighly1v@e-recht24.de,106.99
2200,55,tkighly1v@e-recht24.de,106.99
2201,55,tkighly1v@e-recht24.de,106.99
2202,55,tkighly1v@e-recht24.de,106.99
16482,56,ptorrentpf@quantcast.com,15.99
13372,57,rlandypt@xing.com,15.99
13373,57,rlandypt@xing.com,15.99
759,57,rlandypt@xing.com,10.69
760,57,rlandypt@xing.com,10.69
761,57,rlandypt@xing.com,10.69
11045,58,kcrowley8y@mayoclinic.com,23
11046,58,kcrowley8y@mayoclinic.com,23
11047,58,kcrowley8y@mayoclinic.com,23
11048,58,kcrowley8y@mayoclinic.com,23
16375,59,rkerrey95@wikispaces.com,49
6299,59,rkerrey95@wikispaces.com,8.99
6300,59,rkerrey95@wikispaces.com,8.99
6301,59,rkerrey95@wikispaces.com,8.99
6302,59,rkerrey95@wikispaces.com,8.99
6303,59,rkerrey95@wikispaces.com,8.99
13519,60,gtuplingi8@discuz.net,13.99
13520,60,gtuplingi8@discuz.net,13.99
13521,60,gtuplingi8@discuz.net,13.99
13522,60,gtuplingi8@discuz.net,13.99
9682,60,gtuplingi8@discuz.net,16.49
9683,60,gtuplingi8@discuz.net,16.49
9684,60,gtuplingi8@discuz.net,16.49
9685,60,gtuplingi8@discuz.net,16.49
15499,61,kbumpass4d@istockphoto.com,53.74
15500,61,kbumpass4d@istockphoto.com,53.74
15501,61,kbumpass4d@istockphoto.com,53.74
15502,61,kbumpass4d@istockphoto.com,53.74
5874,61,kbumpass4d@istockphoto.com,199.99
5875,61,kbumpass4d@istockphoto.com,199.99
2502,62,sserganton@ameblo.jp,17.99
2503,62,sserganton@ameblo.jp,17.99
2504,62,sserganton@ameblo.jp,17.99
12037,63,crallsff@ifeng.com,6.89
12038,63,crallsff@ifeng.com,6.89
12039,63,crallsff@ifeng.com,6.89
12040,63,crallsff@ifeng.com,6.89
12041,63,crallsff@ifeng.com,6.89
16067,63,crallsff@ifeng.com,18.99
16068,63,crallsff@ifeng.com,18.99
946,64,afurley21@pbs.org,58.95
947,64,afurley21@pbs.org,58.95
948,64,afurley21@pbs.org,58.95
949,64,afurley21@pbs.org,58.95
950,64,afurley21@pbs.org,58.95
5500,65,dsarfasl6@latimes.com,72.72
5501,65,dsarfasl6@latimes.com,72.72
5502,65,dsarfasl6@latimes.com,72.72
5503,65,dsarfasl6@latimes.com,72.72
5504,65,dsarfasl6@latimes.com,72.72
1076,66,gtuplingi8@discuz.net,12.99
1077,66,gtuplingi8@discuz.net,12.99
1078,66,gtuplingi8@discuz.net,12.99
12032,66,gtuplingi8@discuz.net,6.89
12033,66,gtuplingi8@discuz.net,6.89
12034,66,gtuplingi8@discuz.net,6.89
12035,66,gtuplingi8@discuz.net,6.89
12036,66,gtuplingi8@discuz.net,6.89
13049,66,gtuplingi8@discuz.net,16.99
10012,67,jvanstoneh7@xing.com,31.24
10013,67,jvanstoneh7@xing.com,31.24
10014,67,jvanstoneh7@xing.com,31.24
831,68,ddaudg6@marriott.com,10.69
832,68,ddaudg6@marriott.com,10.69
833,68,ddaudg6@marriott.com,10.69
834,68,ddaudg6@marriott.com,10.69
835,68,ddaudg6@marriott.com,10.69
9727,69,yweighell5s@gizmodo.com,16.49
9728,69,yweighell5s@gizmodo.com,16.49
9729,69,yweighell5s@gizmodo.com,16.49
9730,69,yweighell5s@gizmodo.com,16.49
9731,69,yweighell5s@gizmodo.com,16.49
7274,70,zcadiganh8@sitemeter.com,30
7275,70,zcadiganh8@sitemeter.com,30
1461,70,zcadiganh8@sitemeter.com,19.99
1462,70,zcadiganh8@sitemeter.com,19.99
1463,70,zcadiganh8@sitemeter.com,19.99
15795,71,mtravisbu@wikipedia.org,84.99
15796,71,mtravisbu@wikipedia.org,84.99
15797,71,mtravisbu@wikipedia.org,84.99
15798,71,mtravisbu@wikipedia.org,84.99
13468,71,mtravisbu@wikipedia.org,233.87
13469,71,mtravisbu@wikipedia.org,233.87
13470,71,mtravisbu@wikipedia.org,233.87
3977,71,mtravisbu@wikipedia.org,49.99
3978,71,mtravisbu@wikipedia.org,17.99
3979,71,mtravisbu@wikipedia.org,17.99
2216,73,tkighly1v@e-recht24.de,57.99
2217,73,tkighly1v@e-recht24.de,57.99
2218,73,tkighly1v@e-recht24.de,57.99
2219,73,tkighly1v@e-recht24.de,57.99
12523,75,bibbesonpe@fda.gov,239.99
12524,75,bibbesonpe@fda.gov,239.99
12525,75,bibbesonpe@fda.gov,239.99
11149,75,bibbesonpe@fda.gov,5.99
11150,75,bibbesonpe@fda.gov,5.99
6341,76,kbassingden9@weather.com,8.99
6342,76,kbassingden9@weather.com,8.99
6343,76,kbassingden9@weather.com,8.99
6344,76,kbassingden9@weather.com,8.99
14233,77,dmousdallra@cnn.com,13.99
14234,77,dmousdallra@cnn.com,13.99
14235,77,dmousdallra@cnn.com,13.99
5646,78,jpauliche7@123-reg.co.uk,12.99
5647,78,jpauliche7@123-reg.co.uk,12.99
5648,78,jpauliche7@123-reg.co.uk,12.99
5649,78,jpauliche7@123-reg.co.uk,12.99
3945,78,jpauliche7@123-reg.co.uk,49.99
3946,78,jpauliche7@123-reg.co.uk,49.99
3947,78,jpauliche7@123-reg.co.uk,49.99
16185,78,jpauliche7@123-reg.co.uk,65.99
16186,78,jpauliche7@123-reg.co.uk,65.99
12159,79,fmarshlandmj@nyu.edu,14.43
12160,79,fmarshlandmj@nyu.edu,14.43
14481,79,fmarshlandmj@nyu.edu,179.95
14482,79,fmarshlandmj@nyu.edu,179.95
14483,79,fmarshlandmj@nyu.edu,179.95
14484,79,fmarshlandmj@nyu.edu,179.95
14485,79,fmarshlandmj@nyu.edu,179.95
9208,81,bbush8b@ebay.com,47.49
9209,81,bbush8b@ebay.com,47.49
1387,81,bbush8b@ebay.com,16
1388,81,bbush8b@ebay.com,16
13343,82,mwilliam4b@scientificamerican.com,15.99
16560,83,svequaud3f@aboutads.info,16.26
803,84,tsantora8u@theguardian.com,10.69
804,84,tsantora8u@theguardian.com,10.69
805,84,tsantora8u@theguardian.com,10.69
806,84,tsantora8u@theguardian.com,10.69
11555,84,tsantora8u@theguardian.com,6.99
1171,85,kpear67@tumblr.com,12.99
1172,85,kpear67@tumblr.com,12.99
1173,85,kpear67@tumblr.com,12.99
1174,85,kpear67@tumblr.com,12.99
686,85,kpear67@tumblr.com,87.49
687,85,kpear67@tumblr.com,87.49
688,85,kpear67@tumblr.com,87.49
689,85,kpear67@tumblr.com,87.49
690,85,kpear67@tumblr.com,87.49
4837,85,kpear67@tumblr.com,10.19
4838,85,kpear67@tumblr.com,10.19
4839,85,kpear67@tumblr.com,10.19
12804,86,tshopcottkm@over-blog.com,18.54
12805,86,tshopcottkm@over-blog.com,18.54
12806,86,tshopcottkm@over-blog.com,18.54
12807,86,tshopcottkm@over-blog.com,18.54
12808,86,tshopcottkm@over-blog.com,18.54
10403,87,kcrowley8y@mayoclinic.com,16.99
10404,87,kcrowley8y@mayoclinic.com,16.99
10405,87,kcrowley8y@mayoclinic.com,16.99
10406,87,kcrowley8y@mayoclinic.com,16.99
10407,87,kcrowley8y@mayoclinic.com,16.99
9405,88,jkail2q@blogtalkradio.com,269.99
9406,88,jkail2q@blogtalkradio.com,269.99
9407,88,jkail2q@blogtalkradio.com,269.99
14035,89,rwollacottaz@aboutads.info,15.99
14036,89,rwollacottaz@aboutads.info,15.99
14037,89,rwollacottaz@aboutads.info,15.99
14038,89,rwollacottaz@aboutads.info,15.99
15062,90,tyoell53@soundcloud.com,13.99
15063,90,tyoell53@soundcloud.com,13.99
692,91,mcammiemileih@unc.edu,87.49
693,91,mcammiemileih@unc.edu,87.49
694,91,mcammiemileih@unc.edu,87.49
695,91,mcammiemileih@unc.edu,87.49
4315,91,mcammiemileih@unc.edu,10.99
4316,91,mcammiemileih@unc.edu,10.99
4317,91,mcammiemileih@unc.edu,10.99
8894,92,wadlemkb@mapquest.com,8.99
8895,92,wadlemkb@mapquest.com,8.99
16864,93,mdyble70@ow.ly,186.69
3013,93,mdyble70@ow.ly,113.99
3014,93,mdyble70@ow.ly,113.99
3015,93,mdyble70@ow.ly,113.99
3016,93,mdyble70@ow.ly,113.99
772,93,mdyble70@ow.ly,10.69
773,93,mdyble70@ow.ly,10.69
774,93,mdyble70@ow.ly,10.69
775,93,mdyble70@ow.ly,10.69
776,93,mdyble70@ow.ly,10.69
4191,94,lmarcus5w@ox.ac.uk,251.99
4192,94,lmarcus5w@ox.ac.uk,251.99
14682,94,lmarcus5w@ox.ac.uk,23.99
14683,94,lmarcus5w@ox.ac.uk,23.99
14684,94,lmarcus5w@ox.ac.uk,23.99
14685,94,lmarcus5w@ox.ac.uk,23.99
14699,94,lmarcus5w@ox.ac.uk,23.99
14700,94,lmarcus5w@ox.ac.uk,23.99
14701,94,lmarcus5w@ox.ac.uk,23.99
15666,95,nrallinjc@issuu.com,84.99
15667,95,nrallinjc@issuu.com,84.99
1276,95,nrallinjc@issuu.com,75.99
1277,95,nrallinjc@issuu.com,75.99
15158,95,nrallinjc@issuu.com,14.2
15159,95,nrallinjc@issuu.com,14.2
15160,95,nrallinjc@issuu.com,14.2
15161,95,nrallinjc@issuu.com,14.2
16991,96,jtarbard6h@earthlink.net,24.99
16992,96,jtarbard6h@earthlink.net,24.99
16993,96,jtarbard6h@earthlink.net,24.99
16994,96,jtarbard6h@earthlink.net,24.99
16995,96,jtarbard6h@earthlink.net,24.99
3254,97,rcopingj2@canalblog.com,3.99
3255,97,rcopingj2@canalblog.com,3.99
6520,97,rcopingj2@canalblog.com,11.19
6521,97,rcopingj2@canalblog.com,11.19
15999,98,cwilcherpm@ox.ac.uk,18.99
16000,98,cwilcherpm@ox.ac.uk,18.99
16001,98,cwilcherpm@ox.ac.uk,18.99
16002,98,cwilcherpm@ox.ac.uk,18.99
16003,98,cwilcherpm@ox.ac.uk,18.99
13898,99,wdriutti4p@ebay.com,79.95
7563,99,wdriutti4p@ebay.com,31.24
7564,99,wdriutti4p@ebay.com,31.24
7565,99,wdriutti4p@ebay.com,31.24
7566,99,wdriutti4p@ebay.com,31.24
7567,99,wdriutti4p@ebay.com,31.24
10316,100,aeddiesfu@house.gov,16.99
10317,100,aeddiesfu@house.gov,16.99
10318,100,aeddiesfu@house.gov,16.99
10319,100,aeddiesfu@house.gov,16.99
12417,101,hwellum5t@biblegateway.com,15.99
12418,101,hwellum5t@biblegateway.com,15.99
6431,103,lmoniker8h@ucoz.com,8.99
6432,103,lmoniker8h@ucoz.com,8.99
6433,103,lmoniker8h@ucoz.com,8.99
6434,103,lmoniker8h@ucoz.com,8.99
6435,103,lmoniker8h@ucoz.com,8.99
2757,104,ldrancekg@cbslocal.com,18
2758,104,ldrancekg@cbslocal.com,18
2759,104,ldrancekg@cbslocal.com,18
2760,104,ldrancekg@cbslocal.com,18
1990,105,tkighly1v@e-recht24.de,60.99
1991,105,tkighly1v@e-recht24.de,60.99
1992,105,tkighly1v@e-recht24.de,60.99
1993,105,tkighly1v@e-recht24.de,60.99
5462,106,aspellworth6b@godaddy.com,72.72
5463,106,aspellworth6b@godaddy.com,72.72
5464,106,aspellworth6b@godaddy.com,72.72
5465,106,aspellworth6b@godaddy.com,72.72
5466,106,aspellworth6b@godaddy.com,72.72
5756,106,aspellworth6b@godaddy.com,15.29
5757,106,aspellworth6b@godaddy.com,15.29
5758,106,aspellworth6b@godaddy.com,50.99
5265,106,aspellworth6b@godaddy.com,24.32
5266,106,aspellworth6b@godaddy.com,24.32
14326,107,rkerkhamg9@independent.co.uk,13.99
14327,107,rkerkhamg9@independent.co.uk,13.99
14328,107,rkerkhamg9@independent.co.uk,13.99
14329,107,rkerkhamg9@independent.co.uk,13.99
10868,107,rkerkhamg9@independent.co.uk,599.99
14359,108,epirdy6y@paginegialle.it,13.99
14360,108,epirdy6y@paginegialle.it,13.99
14361,108,epirdy6y@paginegialle.it,13.99
8836,108,epirdy6y@paginegialle.it,8.99
9288,109,pandrassygq@bbb.org,47.49
7629,109,pandrassygq@bbb.org,11.76
7630,109,pandrassygq@bbb.org,11.76
7631,109,pandrassygq@bbb.org,11.76
16252,110,kbassingden9@weather.com,65.99
16253,110,kbassingden9@weather.com,65.99
16254,110,kbassingden9@weather.com,65.99
6076,110,kbassingden9@weather.com,98.5
6077,110,kbassingden9@weather.com,98.5
16238,111,koffin11@arizona.edu,65.99
16239,111,koffin11@arizona.edu,65.99
8982,112,gmcpheebr@mapy.cz,29.74
8983,112,gmcpheebr@mapy.cz,29.74
8984,112,gmcpheebr@mapy.cz,29.74
8985,112,gmcpheebr@mapy.cz,29.74
4010,113,gfrostkh@live.com,17.99
6967,113,gfrostkh@live.com,12.49
6968,113,gfrostkh@live.com,12.49
6969,113,gfrostkh@live.com,12.49
6970,113,gfrostkh@live.com,12.49
6971,113,gfrostkh@live.com,12.49
7209,113,gfrostkh@live.com,8.99
7210,113,gfrostkh@live.com,8.99
4125,114,rmesiask4@icq.com,17.99
4126,114,rmesiask4@icq.com,17.99
4127,114,rmesiask4@icq.com,17.99
4128,114,rmesiask4@icq.com,17.99
8427,115,bbroxholmens@blogtalkradio.com,9.99
8428,115,bbroxholmens@blogtalkradio.com,9.99
8429,115,bbroxholmens@blogtalkradio.com,9.99
8430,115,bbroxholmens@blogtalkradio.com,9.99
13584,115,bbroxholmens@blogtalkradio.com,13.99
13585,115,bbroxholmens@blogtalkradio.com,13.99
13586,115,bbroxholmens@blogtalkradio.com,13.99
13587,115,bbroxholmens@blogtalkradio.com,13.99
5260,116,smarriageei@sitemeter.com,24.32
5261,116,smarriageei@sitemeter.com,24.32
15103,116,smarriageei@sitemeter.com,471.53
15104,116,smarriageei@sitemeter.com,471.53
15105,116,smarriageei@sitemeter.com,471.53
15106,116,smarriageei@sitemeter.com,471.53
14279,117,lboribalrk@cnn.com,13.99
14280,117,lboribalrk@cnn.com,13.99
2692,118,jflewettmp@nytimes.com,18
2693,118,jflewettmp@nytimes.com,18
4675,118,jflewettmp@nytimes.com,28.74
4676,118,jflewettmp@nytimes.com,28.74
8692,118,jflewettmp@nytimes.com,17
12614,119,kcantuafy@omniture.com,30.49
12615,119,kcantuafy@omniture.com,30.49
12616,119,kcantuafy@omniture.com,30.49
12617,119,kcantuafy@omniture.com,30.49
12618,119,kcantuafy@omniture.com,30.49
6278,119,kcantuafy@omniture.com,8.99
6279,119,kcantuafy@omniture.com,8.99
